,Id,Application,Parent Product,Setup Name,Task Category,Value Added Product,Task Type,Task ID,Task Key,Task Name,Task Desc,Effort Days,Vary By Client Size?,Prerequisites,Task Instructions,Additional Information,Task Owners,Distribution list,Ticket Type,Sample Ticket Number,Input to tickets,Helpful Links
28,29,BPS,BPS Core Setup,Core BPS Environment Setup,Environment Setup,No,Core Setup,BPS28,BPS-BPS-29,Validate family of 12 on MEMO Table ,"When adding family of 12, you only need to ""Add"" and answer ""Y"" to 12 Family question on bottom right of screen. Add other memos as required",2,No,"Client should be setup in the CCT table 
The Memo Func/SCON should be enalabed","Verify if the entry the client is added to CCT by logging into CICS QA region with FROG Tran ID .
Type MEMO TranID and select the option ADD and check the standard 12 Memo tables from the screen and process.
",,Conversion SME,BPS Conversion (HYD) <BPSConversionHYD@broadridge.com>,Internal,,,https://broadridge.sharepoint.com/:f:/r/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/BPS Environment Setup?csf=1&web=1&e=FnMn5d
29,30,BPS,BPS Core Setup,Core BPS Environment Setup,Environment Setup,No,Internal/External Connectivity,BPS29,BPS-BPS-30,Dash MQ setup,"Initial MQs needed are Client-DASH, BPS-Cage, BPS-Impact (for GPS Clients).",10,No,"Get the Basic information like Client Name, Number and Stream.","Open a Metis ticket requesting the MQ setup for the new client number in QA and PROD.
Sample Metis: 5679690 , Fill out the attached forms and attach them to the request
Initial MQs needed are Client-DASH, BPS-Cage, BPS-Impact  (for GPS Clients)
When opening this request, you must also include whether or not Level II replies will be required, as well as the Level 2 reply queue information which will come from the sending system. 
Note: if this client will use an existing queue, request DASH to enable your client number for this queue. This would be the case when a new entity is added to an existing impact environment and the new BPS client number is sent down an existing queue to DASH. ",This is done as part of BPS Release Cycle.,Dash Team,DASH DEV GROUP <DASHDEVGROUP@broadridge.com>,Metis,5679690,,https://broadridge.sharepoint.com/:f:/r/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/BPS Environment Setup?csf=1&web=1&e=FnMn5d
30,31,BPS,BPS Core Setup,Core BPS Environment Setup,Environment Setup,No,Core Setup,BPS30,BPS-BPS-31,Private Security Range Setup,Setup the Private Range security numbers in MSD table PRN2,1,No,Client should be setup in the CCT table ,"Drop an Email to MSD team to get the Private Range Security numbers assigned to the client. Need to provide the list of instruments(Equity /Options/Fixed Income) for which it has to be setup.
Conversions to mention, client to share any existing client's private range setup or not
For clients with other existing BPS client numbers that need access to same private ranges the client should be added to PRN2 table as an ALT client to the existing private range. Each range allows 7 ALT client numbers
Private range setup will done by MSD product/Ops",,MSD Product/Dev team,MSD-Product <MSD-Product@broadridge.com>,Email,,,https://broadridge.sharepoint.com/:f:/r/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/BPS Environment Setup?csf=1&web=1&e=FnMn5d
31,32,BPS,BPS Core Setup,Core BPS Environment Setup,Environment Setup,No,Entitlements setup,BPS31,BPS-BPS-32,Establish BTS Security Entitlements ,Update the Funcs and SCONs in client security table (SECL/SECU).,1,Yes,"IDM Setup and Sec Admin ID, List of users (Associate ID, Email ID)","Open a service request to Get the Access to SECL table , Refer to Sample ticket RQST00005786827",,IDM Admin,IdentityManager (IDM) <IDM@broadridge.com>,Email,,,https://broadridge.sharepoint.com/:f:/r/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/BPS Environment Setup?csf=1&web=1&e=FnMn5d
32,33,BPS,BPS Core Setup,Core BPS Environment Setup,Environment Setup,No,Core Setup,BPS32,BPS-BPS-33,Decide the Production Stream,Check with the project management team regarding the Production stream assignment for the client,1,No,,"Send note to BPS Development SRE team (Andrew Ford, Jason Burrowes-Jones) and include the trade volumes, number of accounts and expected number of positions and balances and high level business requirement like Instrument types, types of accounts etc.
BPS development SRE team will assign the stream. 
",,Project Management team,,Email,,,https://broadridge.sharepoint.com/:f:/r/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/BPS Environment Setup?csf=1&web=1&e=FnMn5d
33,34,BPS,BPS Core Setup,Core BPS Environment Setup,Environment Setup,No,File setup,BPS33,BPS-BPS-34,Allocate inbound and outbound Files required for infrastructure setup,Allocate Files required for infrastructure setup,5,Yes,,"Get the List of all available mainframe datasets that needs to be created and transmitted to client based on the scope of SOW and with the discussion with the client.
Open CRQ request and fill the file details in PDX form or create a ROSCOE job with all the file details and submit ITSM for Tech support to run the job from ROSCOE
",,Mainframe Operations,Security Operations - Mainframe <BFSMFSecurity@broadridge.com>,ITSM CRQ,"CRQ000001231051
REQ000001128017(File creation via ROSCOE job)",,https://broadridge.sharepoint.com/:f:/r/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/BPS Environment Setup?csf=1&web=1&e=FnMn5d
34,35,BPS,BPS Core Setup,Core BPS Environment Setup,Environment Setup,No,,BPS34,BPS-BPS-35,Establish IDM instance,Submit JIRA request to create IDM instance for new client. ,5,Yes,"1. Client number should be assigned
2. Client specific Mainframe Admin ID needs to be established.","Open a JIRA ticket and provide the following: 
- list of apps in scope
- Identify whether client will access apps via SM/IDM for seamless SSO (federated) with their front end or will access in a non-federated model using the direct link.
- provide approximate number of users
- request QA and PROD ID for GFW team to configure the menus
Sample Ticket: 
CORPIAMPM-4391 ",,IDM team,IdentityManager (IDM) <IDM@broadridge.com>,JIRA,CORPIAMPM-4391 ,,https://broadridge.sharepoint.com/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Forms/AllItems.aspx?npsAction=createList&id=%2Fsites%2FGTO%2DPMO%2FOnboardingAI%2FOnboarding%20Setup%20Assist%2FPns%20Onboarding&viewid=6cbf5f8b%2Dc6e1%2D470e%2Da38c%2Dea2bb676ede3
35,36,BPS,Purchase and Sales,Purchase and Sales Setup,Admin,N,Project Management,BPS35,BPS-PNS-1,Initial Client Meetings & Requirement documentation.,Introduction meeting with Client about the product requirements. Prepare and review the Current state vs Future state analysis document.,15-45,Yes,,"This is a kick-off meeting with client team. In this meeting conversion team will get overview of client current system and give overview of BR system . 
In these meetings both teams will get agreement on the scope of the conversion and identify the trade feed requirements such as the transmission type, number of feeds, message translation requirements, etc.
The SME should request the PNS counterparts daily task list to be reviewed in subsequent meetings. 
It is important to ensure the client understands the scope of what Broadridge considers under PNS, which is not just limited to trade processing and trade balancing. There are ancillary processes that clients may do outside of their PNS area such as Proxy, Regulatory Reporting (871m, Bluesheets, etc).","1. Trade Volumes, including peaks (e.g. market open, market close)
2. Markets traded in
3. Clearing affiliations (DTCC, NSCC, BONY, etc)
4. Street side reporting requirements
- RTTM
- MSRB
- TRACE
- DTC ID
- Correspondent Clearing
- QSR
- ACT/ORF
- CAT Reporting
- CAIS Reporting
5. Business Mix
- Retail Accounts
- Institutional Accounts
- Inventory
- Correspondent Clearing
- Market Maker
6. Currencies Traded
7. Product Types (Equity, Fixed Income, Options, FX, etc)
8. How trades will be processed (real-time MQ, intra-day file, eod file)
9. Commission calculation requirements
10. Types of Fees calculated/assessed on trades
11. Trade Compression requirements
12. Average Price Offset Generation

Note: SME should refer to the Master Service Agreement and/or SOW to confirm which services have been agreed to. ",Conversion Team,,NA,,,https://broadridge.sharepoint.com/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Forms/AllItems.aspx?npsAction=createList&id=%2Fsites%2FGTO%2DPMO%2FOnboardingAI%2FOnboarding%20Setup%20Assist%2FPns%20Onboarding&viewid=6cbf5f8b%2Dc6e1%2D470e%2Da38c%2Dea2bb676ede3
36,37,BPS,Purchase and Sales,Purchase and Sales Setup,Product Setup,N,Configuration setup,BPS36,BPS-PNS-2,PnS B1 Setup,Setup PnS related B1s based on Client's processing requirements. ,5,No,NA,"Conversion team will do a walkthrough of list of B1s . Based on the client requirement, client will select the appropriate B1 options at participant number level. For more reference, please use the Questionnaire from helpful links and PNS B1 Options guide from the docsite.","P&S has many B1's which is too many to list here.
The PnS SME will need to ensure these categories of B1's are part of their set up.
1) Middle Money Offsets - This include Commission, SEC Fee, GPF, etc
2) PnS Trade Balancing B1's will need to be set up
3) Suspense and write off account B1's will need to be set up
Some of the core B1's which need to be populated but not limited to:
006025 - Unified Blotters
006044 - Number of history days
006155 - MSRB Submission
006124 - TRACE/FITS Reporting
501357 - Currency Rate Automation (UCUR)
546614 - Confirm Set Up
547352 - Average Price Compression
547435 - Firm Trade Compression - Accounts
547436 - Firm Trade Compression Eligible Blotters
547474 - GPF Fee Set Up
579100 - Blotter Code Set Up
579200 - Additional Blotter Code Set up",Conversion Team,B1/Cardlib Updates <B1CardlibUpdates@broadridge.com>,Remedy,,"Input required
Excel spreadsheet with list of B1 card # and B1 values",https://broadridge.sharepoint.com/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Forms/AllItems.aspx?npsAction=createList&id=%2Fsites%2FGTO%2DPMO%2FOnboardingAI%2FOnboarding%20Setup%20Assist%2FPns%20Onboarding&viewid=6cbf5f8b%2Dc6e1%2D470e%2Da38c%2Dea2bb676ede3
37,38,BPS,Purchase and Sales,Purchase and Sales Setup,Product Setup,N,Reports Setup,BPS37,BPS-PNS-3,TRAC reports setup,Identify all the list of data reports required for client and complete the TRAC setup ,2,No,Establish TRAC Headers and review the list of PnS reports with client based on their requirement.,"Conversion team will walk through the list of reports . Based on the client business need conversion team will setup required TRAC & update TRAC header. 
To Do:
Copy all the required reports from a existing client to a mainframe member.
Change the client number in positions 21-23 and 78-80
Run the offline edit job to create a offline edit report 
Job - T.HAPAVEM.JOBLIB(TRACEDIT)
Send the clean edit report along with offline edit to B1/Cardlib team.","Top P&S Reports that client's utilize
PSEDTN - Purchase and Sales Edit Report
PSBLT - Purchase and Sales Blotter Report
EXTRAN - Daily Transaction Report
ALIDAA - Cash Security Movement Report
IDSUBC - DTC ID Submission Report
RTTMRT & RTTMEOD - TRACE RTTM Submission Report
PAIRO - Pair-Off Report
BTB22RX - Break Detail Report
BTB30RX - Break Control Report
CNSREC - CNS Reconciliation Report
WIPEEL - When-issue NSCC report","Conversion Team
B1 Cardlib team",B1CardlibUpdates@broadridge.com,Email,NA,NA,https://broadridge.sharepoint.com/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Forms/AllItems.aspx?npsAction=createList&id=%2Fsites%2FGTO%2DPMO%2FOnboardingAI%2FOnboarding%20Setup%20Assist%2FPns%20Onboarding&viewid=6cbf5f8b%2Dc6e1%2D470e%2Da38c%2Dea2bb676ede3
38,39,BPS,Purchase and Sales,Purchase and Sales Setup,Product Setup,N,Reports Setup,BPS38,BPS-PNS-4,Push Table Setup,"""Push Table"" updates dictate which TRAC reports will flow to Postedge/SFG/Client Location from BPS. SME to select reports to be added to Push Table.",2,No,TRAC Report Setup to be completed,"Collect the list of all Reports. Setup a meeting with the SME and go over the Reports that are required for POSTEDGE/SFG/Client location.
Raise a Service Request ticket to Push the reports to Postedge.
Sample Ticket: 
REQ000001035290
Link: https://brhelix.onbmc.com/arsys/
POSTEDGE setup is charged based on the size of the report.","The list reports varies from client to client, Connect with client to understand what reports are required,.
if the client wants all reports  sent to them, the push table can be updated with a '*', else each individual report will need to be added to the push table.
Prod updates will be done only on Fridays and QA can be implemented on any day.
Once the ticket is implemented, please verify in below datasets for respective regions - 
QA - CLIENTFL.CADP.QA.PARMLIB (OSDDAPRC)
PROD - CLIENTFL.CADP.PARMLIB (OSDDAPRC)
For Postedge clients, a ticket will need to be opened with the BRCC Digit Report Mining Group to set up the reports in postedge as well. 
Note: Push table updates are only made on weekends.",CIT Mainframe Transmissions,citmf.transmissions@broadridge.com,Service Request,"REQ000000842506
REQ000001035290",,https://broadridge.sharepoint.com/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Forms/AllItems.aspx?npsAction=createList&id=%2Fsites%2FGTO%2DPMO%2FOnboardingAI%2FOnboarding%20Setup%20Assist%2FPns%20Onboarding&viewid=6cbf5f8b%2Dc6e1%2D470e%2Da38c%2Dea2bb676ede3
